,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,user_id
19525,3.53,6,0,Tom,17,11,H74tyuIFZlnYSO7UTM8pPg
19526,4.14,25,61,Marc,159,97,pw-k3TMjt1ZNB2-iRVTDlQ
19527,2.5,1,0,Ranganath,2,0,oYzDwt8Tj-CHunezNTzkwg
19528,5.0,0,0,Cassie,1,2,3JfGyYgMqUsFMdE8DYLnbg
19529,3.29,3,24,Jennifer,14,33,QNTG8oPfB-fj5szyq5M0yQ
19530,3.0,0,0,David,1,1,_E5w7CM-NtoSnz7KlZ0cYw
19531,3.75,3,2,Jaclyn,4,2,wiWx-KMvOMMO3xHEgroPuA
19532,5.0,0,0,Stefon,1,0,LqtNFRU_MPDz4yVOxKh22Q
19533,4.5,0,0,Lesley,3,0,fxYDwL3hzjv1wjY5PeetYg
19534,4.82,4,4,Belanger,11,8,6jR8qqed8qg-sYKCrvqi1Q
19535,5.0,0,0,Melanie,2,1,EUa_Itb3iJvrMhc_zPb21Q
19536,5.0,0,0,Donald,1,0,tf2v2rzllRqaaUetvCnJ0Q
19537,3.23,13,5,Gina,26,41,et0EUHypAoRQQLxhgL47XA
19538,4.69,0,0,Weijia,13,3,Sw0a2MqKmcsXhtNPxM8vcw
19539,3.6,1,4,Sara,25,29,oy_0JzDPYGXBZ2YhDhxK9w
19540,4.0,5,6,Alex,2,5,tvd8Y8KNiC2in-Z9E6Qa8g
19541,4.2,409,136,Isabella,194,651,J2JfCaiaZku8HgfNceU8Rg
19542,4.33,2,4,Jared,3,6,dpSNoo-OzlG0i8_shA99fg
19543,3.41,2,2,Bryan,17,4,liIQCDzDTnvXc7X8twBIjg
19544,4.4,3,0,Stephanie,5,6,DKi8rNg_jTZpVYs5BVVnRw
19545,5.0,0,0,Foto,1,1,pGEbIeS88E1mJ-G8zl6YBQ
19546,3.0,0,3,Dee,3,14,IzQw260NG9RYAdLFk0j7mw
19547,4.43,0,0,Sean,7,2,JrgMaBiKyZnoNcGZenKhnA
19548,3.84,7,3,Carmen,124,21,ssavJWZO47MKQ55_pbeuqg
19549,5.0,0,0,becki,1,1,AEU1thLvV_y8dvapefqpng
19550,5.0,0,0,Amy,1,1,9FB4JTFD1rIaVQSi-MMUSg
19551,1.0,0,1,Heidi,1,1,d5NnpcXXJ9wX1j7sFDLbKw
19552,2.5,1,5,Daniel,3,8,gopGuEb-ft6cHKMyCZEvJg
19553,3.22,1,0,Amy,18,18,gVP-c9rHEwtR9jlnDx8CSQ
19554,5.0,0,0,Cheryl,1,0,aKxB07ODdkB_oJQ0t9n6SA
19555,3.5,2,1,Robert,9,10,J9jys5k9dIIV5OpaylzMUg
19556,3.0,1,0,CYNDY,7,7,LeUehvtwhD6s1Bcqo8XePQ
19557,4.83,1,2,gail,7,2,C4qz9On5-KPmquXtQtMCdA
19558,1.0,0,2,Gator,1,1,EYqR6oIJDimDxEquEhWzRw
19559,3.63,213,173,Melanie,473,427,IJmMx-Ih1k96X78begBC5w
19560,4.0,1,0,Ryan,1,1,Hpn4daKlxC7Qr5Kouaib8Q
19561,3.72,68,33,James,95,122,_JBVQQ8pR_DutAdVbY2G1A
19562,4.0,0,0,Tyler,1,0,b_w6gzHV1zzRM-9JCcFATw
19563,1.5,0,2,Ramiro,2,0,1rtOtkg3bDz-W5Bwk6AKSQ
19564,4.12,15,4,Kiyana,26,56,w5gyFR9m4nDbEqXPUtBBTw
19565,3.96,63,55,Elsbeth,139,155,-Nfj9wmdsm0cbH6aIJHKsQ
19566,5.0,0,0,Steven,2,1,NHj9q6xWTGBdRgeW1CYrTQ
19567,4.09,13,9,Dave,23,24,aqKYOW_hW-G-7bEXH-RUaQ
19568,5.0,1,0,Cindy,5,1,jvvzoDYVq3BD_Dy7eMRdhA
19569,5.0,0,0,Joshua,1,0,OcLcaiN33qxka1ChgdYxxg
19570,5.0,4,1,Adam,3,10,ldLADofeckFH9QoyNyKfSA
19571,1.0,0,1,Dave,1,1,FqeGiZCAJ3KBaCvZ28Vw7Q
19572,4.64,4,2,Paul,11,11,T3PEAptAiqXVkNtnulBsNA
19573,5.0,2,1,Yani,3,6,vm7ZViTKBdf2PB6DxDH79w
19574,3.17,150,124,Randi,275,367,rV8D6SLUB-UGr11dFmjj2g
19575,4.0,0,0,Kimberly,1,0,uULWPR322UOU4y0duTbbFw
19576,3.55,6,6,APRIL,60,32,I4_To5RSBxV4k5emWfnSAw
19577,3.72,33,26,Pinky,148,91,lmpqcldpHMBUlOyNMDGucw
19578,3.51,823,623,Laura,671,1360,U0QGtmk81ca5CK0Alh_x_w
19579,4.0,0,0,Davier,1,0,FISD1dR-MrMhsEha2vZH2A
19580,3.94,32,28,Jason,37,78,cprrdOVWlDZU9iMCTMtKbQ
19581,4.2,1,1,Jamie,15,6,qNiPCwjhSE3ARY3gLBlE4w
19582,4.08,7,5,ShelleRae,12,13,HdA3aNV4qgJQWiY2Wa9uMw
19583,2.5,0,1,Michele,2,1,AhHLZWycap9iERWq4VyodQ
19584,3.67,85,40,Scott,55,112,VBEbhE0ISjg6xowGNiGmgQ
19585,3.83,0,2,Sharon,7,6,dY9DAQxGmjO_7UCg-wPCPg
19586,3.25,0,2,Shelly,4,4,e_sz2K4QEZkzGbke5SkdaQ
19587,3.66,261,151,Brandy,297,414,TsKKPOy0qYCeqKsTXnn0qA
19588,3.41,11,6,Joedel,60,30,dmGuJZiJH3LK9kLhROh8hQ
19589,3.8,0,1,C,6,5,mwyFBIMKwLRx2gXR2KJUQg
19590,3.38,1,2,Justin,8,8,LQlDRC3RbKFmzhGarNNoag
19591,4.16,38,14,Amy,25,63,Vx0dDvBvRYXcn5dgnpzvUw
19592,4.29,6,2,Andrea,7,9,woc9HK2NYBclfzcsN7Ld7Q
19593,4.0,0,0,Rahul,2,2,J_ylV2L50WIsS7A25D-Vzg
19594,3.53,11,6,jennifer,32,17,XK3jzcg2pibsHm6nlCn08w
19595,4.13,5,3,Natasha,15,13,V6W3fVcNEpsrrSkyL8bzqQ
19596,3.66,197,145,Jesse,319,429,Iycf9KNRhxvR187Qu2zZHg
19597,3.0,0,0,Dee Dee,2,0,6-mcH90ihs5JUerkm0pHzQ
19598,4.33,0,0,Steve,3,1,1YjNPEbATnnZg8q1KwKMPw
19599,3.98,23,7,C,74,55,vDrSVjYnaJJEWogx9sI0NQ
19600,5.0,2,0,Alyx,1,2,MniEBec53DoNdZP6YbS55Q
19601,5.0,0,0,Dave,1,1,jld6latxQsFsK-d-LSSq6g
19602,2.75,0,3,Charles,8,1,d-csS5vf_TK8pKM_IcQ9AA
19603,4.1,12,1,Nicole,41,30,ghoBw5923PH-03Rly2hRJg
19604,5.0,8,0,Erin,4,11,EDKOkhhm61VpcbK_nn-Tkw
19605,3.96,0,1,Shruti,24,5,npcYpazveb-VVaI7tYqxjg
19606,5.0,0,0,Namrta,1,0,tLhVfQ368zYfX60Fi3168A
19607,4.35,23,15,Kari,35,39,No_5ggN8OZkTEgvgaU_qAQ
19608,3.8,13,38,Anthony,71,93,qxItPVMf3-_-A79pTIm7rQ
19609,3.61,30,26,Sandra,41,75,Rok4xWMtttquZE073bP0HA
19610,3.71,3,2,Nicholette,14,16,d_q279uWxKs9dGGV7_BjcA
19611,5.0,3,1,Vicki,5,4,X-o1X7xWlr156P_rQZy2AQ
19612,3.45,10,2,daniel,11,25,RzqB_3ZlnddwwhC96z6gtQ
19613,4.13,28,26,Sarah,30,34,ioo6PlGvSOnhbVOD8UTIJQ
19614,3.0,1,1,Michele,2,4,Ft_COhp7NwlT8Vs9SAR8Aw
19615,3.46,1,0,A.,15,21,sa-bS2OHTYg5Cxjp5Kh1og
19616,4.12,2,1,Danielle,9,22,bazh3LiYydXe3hvx3bF0Cw
19617,5.0,0,0,Dano,1,0,58qQ6J55I1SiCMHl4PpQ0w
19618,4.25,0,2,Danny,9,2,qmciwg-C3jPpYxK99jj9Tw
19619,3.67,1,1,Matthew,9,11,XTYX5B23tXxKZUAz3pOi1g
19620,4.0,6,3,Alisha,6,8,vnSa9PyjWHj2tXdZmdZcjQ
19621,3.68,83,46,Juleigh,203,155,CbvxZGfTYdTVS7BlUpg1iA
19622,5.0,3,0,Suzanne,5,11,HDitrG8xK9HnkU9j4d0N7w
19623,3.65,28,18,Atsushi,40,42,wzmdB-xjGi4s8YTJvau9qQ
19624,3.67,5,1,David,3,7,iT34uqPxJv4S4pfTzj3FtA
19625,4.0,0,0,Stephanie,3,5,7F4Up4YERQ6WwGFfWr1ZWQ
19626,3.98,493,416,Yvonne,197,738,DM1wEKOElT5PUQFLbLB2Tg
19627,4.44,1,0,Lee,9,0,xqtbShA1yX-zD4LdQQBogA
19628,3.0,1,0,Kent,2,0,MlRYW1xG9i41XJ1MQFRiww
19629,2.0,0,0,Brenda,2,2,kwoQghscnsa0BEbNno-jdg
19630,3.89,1,0,Omar,10,2,zzQ2b-9Xu7-Tl8PNGZuspg
19631,4.0,5,3,Ingrid,9,6,b8roZJcimSHrCkAG6Lnz6A
19632,5.0,0,0,Scott,1,0,JNZZHotV_w79JKIqjsRj_Q
19633,1.33,0,3,c,3,2,49LPQLbRI3MjTRyolv4rOA
19634,4.27,26,19,John,15,45,5cVACUA-5e1SYyQ_E2-9iw
19635,3.75,0,0,Michael,8,1,RSPbzc9odhigfqNCQIj4ow
19636,3.62,1,1,Jonathan,8,0,NTEflpe8W1KtY8lzDG0EGw
19637,3.79,3,4,Kayla,29,14,tfYiqaLU5swUfMO9JJp9Dg
19638,4.5,1,0,David,4,2,iol00wNBA-9vGjY_sdEUVQ
19639,3.73,1,0,Shanali,11,8,yrgHuXWeKR1tJsQhOaOppw
19640,3.5,0,0,Scarlett,2,2,gcLZ6h2LvgpM3NvVZcExQA
19641,1.0,0,1,Roy,1,1,OZkyrtJOtQPMEwj2eVKsmQ
19642,5.0,0,0,James,1,1,n3_LkDLx1xTFqvz9KD6BZg
19643,5.0,0,0,Clark,2,1,oOS5b_zw5WFxDIlqI7G3jg
19644,4.09,26,10,Abbi,36,105,JkpoM19M_HCXluJTf53LJA
19645,1.5,0,0,Steve,2,4,pcar062LKuhjXoe7E42YRA
19646,1.0,1,0,jesse,2,1,UvKQ_ZmYLVCjCZlVWwpM0w
19647,4.21,23,10,Pete,39,35,SHw9bElK0JpyBY-h8qNS7Q
19648,3.68,12,8,Ceejay,25,26,LSf-AF1UzGV4viB9LgoNjA
19649,4.55,0,0,Kimberly,11,16,BmviOJjBJQ85UzAH5TciLw
19650,4.57,5,0,Katlan,7,11,MMTH5K-4i6-zcuasXA-gOQ
19651,4.67,4,2,Danielle,9,12,xZf1Lvi9jA5KVwSRiTspdA
19652,3.4,6,16,MC,109,43,h4knhUbSSxwLs7XtEE_pbw
19653,3.8,1,3,William,5,6,p-OgNgPyilpqiY9E8hbjhg
19654,4.5,1,0,Matthew,2,0,qKrFsKGZJTfqq-hfqSSlIA
19655,3.74,26,34,Chicken,96,104,Aa66Zs6Lf_1_0_g50F9JVA
19656,3.75,0,1,Tom,4,8,aIUefJBhBQ_UZEzryL6b8A
19657,5.0,0,0,Russell,1,0,-9UkppgnOQGGbKdvppauTA
19658,2.77,4,7,Trev,13,20,SCFgPrGbxQWglgljsVLNzg
19659,1.0,0,2,Tim,2,1,vNViKCbxjoLb7FiI1fIubw
19660,3.57,393,171,Donna,449,828,aTi0NVrcPJWbN6jAsJVcAw
19661,5.0,0,0,Skip,2,1,Ioi3RA0dyn24QKP-Te7IJQ
19662,3.5,188,309,Mike,197,328,gNF8usOGLdvdJL4aVp8IOQ
19663,4.24,58,24,Ryan,138,109,ZDw4Z7uOcJVRQdqS5ONjSA
19664,3.0,0,0,Sharon,1,0,0CYhB68n3xNSHwV2nUwIRA
19665,3.0,0,0,Mel,3,4,2dzxeaKGUMJ3Fh1HHhAxdw
19666,3.5,0,1,Pamela,6,0,Jk77F96iQYiKhIlnFMk6Bw
19667,3.67,4,1,Brigette,39,16,CL4SZbLn3j7HU_k1uNawiQ
19668,4.0,0,0,Victoria,2,2,zTyebq3fMi2y4E2h0Mo2Gg
19669,3.81,28,18,Karla,129,64,hY9STid77gsjqk33ECzm0w
19670,1.0,1,0,Sandie,1,1,-wjk1d_yt23uPcOky46beQ
19671,3.75,106,88,Jen,134,221,rc17gj1nV4EHykU9_7sgwA
19672,3.0,0,0,Alan,2,1,MuBtwaoKrJwywkGO5QP3VA
19673,4.4,2,4,Chris,10,10,u_kYcSzhChLNSHTYkYAaSg
19674,3.0,2,2,Terry,1,2,G6Rv0jJXloZiglqqLGFgBA
19675,5.0,1,1,Courtney,2,1,1gHORk6F1yUDrAx4EozX7Q
19676,3.8,6,4,Chris,5,13,RqYQLG9q-kSZAYXSe7eWlA
19677,4.55,4,5,Greg,20,26,g-NDDtPiSC2ZX7GhtFLuZg
19678,4.15,16,5,Jeff,34,31,22YSm1w8UoHhEwRghuc0Aw
19679,3.5,0,0,Terry,2,0,QAMfGDvsuSGBYmCiES_2GA
19680,4.0,0,0,Caryn,3,0,qX1vpKmYfY0HS2mWxP3-6w
19681,2.0,0,0,Kristina,3,1,iAtdFS1svgTCgo0Ok932KQ
19682,3.99,9,5,James,82,32,omRdKoPhk3yzJ7Cd30NLEw
19683,2.8,10,19,mike,15,28,F97G9Uy4xlTf8hocE6jS7w
19684,4.0,0,0,Anthony,1,1,OoNBayTyov08dFD3qJlLdg
19685,3.86,1,1,Jackie,7,2,k0PzO9N5-7mPiY4eS76yVw
19686,5.0,0,0,Katie,3,1,jHdSGibwNyRCXy9YO7dwIQ
19687,5.0,0,0,Steve,1,0,-N19X1Do7t4NAl65ALACGQ
19688,5.0,0,0,Ron,1,0,GMDaH0X_fHbkNbdUTP9FGA
19689,3.12,4,5,Christina,17,34,DmArFDzlt225XHBAWf5lLQ
19690,5.0,0,0,d,3,4,g1RVXQuH9z1AdtpE8aK3Ng
19691,5.0,0,0,Anne,4,2,FkfAEKje7rgqzC_CXrmm8w
19692,4.38,0,0,Kallie,8,0,PPbIjX5m4AvihhIQhEppHQ
19693,3.0,1,0,April,2,6,Pxf2vR2iZ2YWFHt9M4PNTg
19694,4.0,0,1,Maggie,1,1,LdxngKjcYJTbuf_Q4If3Gg
19695,4.83,0,0,Sam,6,7,_OLBq0aZR7K-UdPCrByatg
19696,3.89,1,2,michael,9,2,mYEKsxl_W6yVEMGE6Ccv5w
19697,3.81,17,11,Joyce,210,52,fksrAfKZYrhCzOjUIoFudw
19698,3.46,289,207,Mae,145,369,ijEPNNgV_QhBfyNNreOmLw
19699,4.17,70,84,Natalie,46,82,6SxnRYFR3GUzGREKSttxJg
19700,5.0,1,1,John,4,2,vwVd8mun9hgRcTi2xxTqGw
19701,3.3,5,3,Mindy,10,8,efUcLl2QBUm4cjQ4lgf5Tg
19702,2.67,0,1,Jessica,12,8,mpdx7lw8kYeZHFhnW74kLw
19703,3.97,29,13,Leslie,29,81,7oaogEbu1xBlGZaDeMl6Gw
19704,3.46,38,27,David,153,99,Ojf_XozkuSHXKhhpxEp-Dw
19705,5.0,1,0,Gina,2,2,2gK9ICdVreDVMgaYLoSkJQ
19706,3.0,0,1,Cindy Brian,3,1,gxYmnUy29lXBb9swLo-q0w
19707,4.4,8,6,Liz,5,25,imPRxqd3FAzzpXzVctsm2A
19708,3.6,2,2,Connie,6,3,LWyjGVXxpdfDi8Xjfh4FlA
19709,3.34,26,34,Simon,91,77,wUqP5bWR1iELuGt8dAWZ6g
19710,3.91,714,445,Carrie,615,1175,5_2BuK-IWiuLhZ9VGBRYYw
19711,2.82,1,5,Anthony,17,11,FmJFpy9zu3EPtle1_Y7zGQ
19712,4.0,0,0,Margaret,1,0,83vV86x_7uuaC8kJe-XHFg
19713,3.67,22,14,Mary,57,50,dcnkH3B6ZjlNJfKKWLU4Mg
19714,4.0,0,0,Sandra,6,3,s-5pi1QYijVabHwM39yAIg
19715,5.0,1,1,Jamia,5,6,pCGW55GQXSgkneb9DC8XIw
19716,4.5,1,1,Jasmin,4,1,Gr4mKrxrRJi0Jfx2IfQwOg
19717,4.7,6,1,Christoph,10,22,lDUiT63wNEYbG39ijdQ7QA
19718,4.0,0,1,Jennifer,1,1,S5dDv-MF1Hh0GmMvQLbYgQ
19719,3.33,0,0,Max,3,3,Bioi2ioXMaP0ydnEWIm6Hg
19720,5.0,0,0,Cliff,1,0,z4tnkTdPTryk-e77PMz_qQ
19721,3.07,11,6,Megan,28,34,Zq08BRGciAp-cGfgfdWU1A
19722,3.84,424,317,sarah,424,576,e4TQFVfepzHf--hnBsjntg
19723,3.17,0,4,Jessica,6,2,XaSDZk_rE3D7WI4EKtXM2Q
19724,5.0,0,0,Lisa,1,0,Kih9f2skWEmLPsJFUD9BMw
19725,3.67,1,3,May,3,2,2JnHNk1RxNH1O2h3yw0ETQ
19726,5.0,0,0,Reta,2,1,1OSnZTbS7p366J_Bt3_Ygw
19727,1.0,0,0,Amber,1,0,_UroR-PVu7ZK6Iv_1TSY_w
19728,3.6,17,7,Connor,20,26,0csAyu4VGRViDLRL3I3AXg
19729,4.0,8,1,Bill,22,30,YswSM2KGR-VVStdT6Wxg6A
19730,3.78,25,8,Jane,49,71,CTzeM5qtTA8he4kRkCS1lQ
19731,3.89,3,2,Tony,10,6,RvZks2VBHdym25_d6I8YGw
19732,4.34,7,5,Clayton,53,20,6r139o_roDOEuP3w8HK3kg
19733,4.0,3,1,Jennifer,13,4,Hu0DsnKzczZJWzftlqIF9g
19734,4.67,1,0,Crystal,4,3,ayTDHkGKppEfIe0W5KWfgA
19735,5.0,0,0,Sheila,2,0,z88q2MFEWgoxbkgIw8CEoA
19736,4.5,0,0,greg,2,0,GCZnepPfh7-pcLW6QGO3aQ
19737,3.0,0,0,Rakesh,2,0,JXqC-fbrJsIN7RgHdhxNSw
19738,1.0,1,1,Jen,3,4,-CL7GQLQ1kOGCpstAkcLdQ
19739,5.0,1,0,mike,1,3,4V6njyt1kO4AqPTbBQ-IuA
19740,5.0,1,2,Nicole,1,3,FAjbPptcEab_UABBE8ZyOg
19741,5.0,0,0,Michelle,1,0,4Wt2GfZQEwav03KX2tJBNg
19742,5.0,1,0,Paige,4,4,ieg6shkyfP_z_dDlHGCdkQ
19743,4.3,0,0,Joey,10,0,taJgBeTB3X_DYeb3P3kXrA
19744,3.77,50,65,Robert,59,125,Akwr-Kqif-NylJ3-EUlnWQ
19745,4.5,0,0,JAMES,2,0,EcKBb9oXH4KshxF19yVo8A
19746,4.0,0,0,Julie,3,0,fuyuv5OOxtrtl3oiR_xzwg
19747,4.67,10,8,marisa,9,10,uDBS-jWPjVyLS-q6loF3uw
19748,4.8,4,2,Betsy,10,4,mtoKqaQjGPWEc5YZbrYV9w
19749,3.0,0,0,Carlina,2,0,skblkoyTk1Z330pyDCD-Yw
19750,3.49,18,19,Cue,45,53,PVrVb1Hb2QkCALQ-3jvNAg
19751,3.41,33,48,Patrick,95,86,J_zxvVNx2V4fa8kPHvupSw
19752,4.0,2,2,Clifford,24,21,qdT9BLhYGI7MQxiFVN4RqQ
19753,1.0,0,0,Rob,1,2,Ju-rMUfxp-GaxCez3Sv5Xg
19754,3.0,2,0,K,2,5,duhDcgfmtq_dE9U4V2rs6w
19755,3.0,10,20,Teran,8,52,NaESOaMQjYjceaxVtSfj2w
19756,3.83,0,1,David,12,9,NADH23dCqDgcIczNEnKPkQ
19757,4.25,1,0,Bryan,4,1,oASy9SzHA2VuGgUjc_MjsA
19758,3.58,27,22,Charles,134,126,DtTuVmtooVyMnGhwPrzLww
19759,4.58,6,1,Brian,26,13,8E1FnftNnCgvu2wuZADX6A
19760,4.83,4,4,RON,9,17,IQSM-0_UBoOVy-XpmCkyCw
19761,5.0,1,0,Manny,1,2,aqKdruX5w_EGL83cz-ov0w
19762,1.0,0,0,Joe,1,0,YJYU2Rk4TT8FIh500GWj8w
19763,4.33,0,0,Charlotte,3,0,wbnA-VYtUfp9qb_iuEjERg
19764,1.0,0,4,Steven,2,2,9N5QzLGcphYTAEnpaVoftg
19765,2.33,0,0,bennett,3,1,J-dnwedkHPv7tv4FLoqoQw
19766,3.25,4,4,Ana,5,14,z_VrJkfBioLIeWVDwtP0CA
19767,3.67,1,0,Jason,7,6,qJ9H2vKfMjEc0eeVCk1k_g
19768,4.4,1,3,Yasmine,5,9,S_PQmdDil3oxIty5RmDuzA
19769,1.0,0,0,Tina,1,0,d0WSpPmigcG30R2oJOY_Eg
19770,2.86,0,1,Cheryl,9,8,ygY0IBNvC5bZeXa_CPlHZA
19771,3.67,1,0,Nikki,9,5,ML9a2PmkeE8sAwE6RnxX4g
19772,3.25,4,1,ryan,4,7,WQnzd_YcOsyRCRK2HU5uwg
19773,4.5,2,0,Jason,2,3,0e6TGhfPN9aVGL9WgGLCnw
19774,2.0,0,0,John,1,1,LogquRKfP0EPKJ3hdpB4-g
19775,1.0,0,0,Jacob,1,0,f3N5AkPJ447xLRykBlsZgQ
19776,4.45,326,298,Erica,154,398,TxflJ7yRuYRVMWeKB3s0rg
19777,4.0,16,10,kelly,6,23,mhFx_-3VCd_4yPz3yy1z1w
19778,3.5,0,0,Andrew,3,3,GSYja8bxAjeicewxP_rjJw
19779,2.67,1,3,rob,4,1,5YQtFJsf54rxJRLEBKCKGQ
19780,3.0,4,4,Louis,3,6,Yl8pSOZnIBNTnKoRWK_RIA
19781,1.0,0,3,Heftin A.,2,10,W0brtFoAOzoR8NJZ0OergA
19782,3.41,1,0,M,17,4,_5Hz75GVUik1-lw8S1OEbg
19783,4.25,2,2,Mateo,13,8,NRO41h2hNywP1bbCT15kmA
19784,4.69,17,5,Ian,13,15,4wB03cyIrbf_jLfodNFZoQ
19785,3.12,6,6,Molly,16,12,q3U0L9fyTW2Inw4fvQh5dA
19786,5.0,0,0,Mike,2,0,L8i4u5xKmX4tfjSui-6KIQ
19787,2.67,2,2,R,6,12,ggv_maWTfGLXMQfwD_Osew
19788,1.0,0,2,Sherry,1,1,wRbsyZTRvjWIQk_tSwsReA
19789,3.72,6,11,Suzanne,18,41,XxWUiGTZSHbv_0ILu3TzCw
19790,3.89,64,62,Max,65,101,yKO7J2owtDckl4QBR9-tJQ
19791,4.64,2,1,Glenn,11,13,i9czlE7awOwJSFzIQcinYQ
19792,3.14,1,1,Laure,7,8,MsNN5pqkQSoAOtpM4ZhsSQ
19793,3.67,1,0,Cameryn,3,0,GPMNR6WVfSE2qOwX0ZcVGw
19794,2.0,0,0,S,3,1,zPx3-8muDiQ-LkuHaRV5Ow
19795,4.5,0,1,deborah,6,1,DHUxDJwlJgkGswMxW3ALng
19796,3.67,0,0,Kehinde,3,0,Qv4zVyKkHYgSsCINQO7hyA
19797,3.0,0,0,Anders,1,3,CTd5RON67I5JB9TNWfCY_g
19798,4.29,1,1,Christopher,7,5,QkH5K_opnLf1lBrP0eXLqA
19799,4.5,0,0,Mary,4,2,Xy4ZKXBKzX_sPIM25NrzQA
19800,3.0,2,3,Kelly,9,14,d9-VY3J1ChPdGQWD03LGDA
19801,4.58,2,0,Katie,12,5,H28KgwXN1q0D3Fkss21Vhw
19802,4.0,1,0,Melissa,7,1,IBa6IJjUrW3MpmhXB6jXug
19803,4.35,6,1,Briana,43,23,Gt0tpFILcaTKZ27-pafRzw
19804,2.0,0,0,Christina,1,0,pxjY56Y428rCKO3zcIUxfA
19805,4.07,6,6,Jonathan,15,6,e8wn8bgsa9nIxJhn0hqdSg
19806,3.67,1,0,Teddy,3,3,r4HwPqviye0Vh53l-2MQVw
19807,3.71,3,8,Kimberly,8,6,x67gqdKYmKD8YZ3j3wmW_A
19808,3.0,0,0,Stephen,1,1,LhTfWzo3_DnJSFI2nLhuTw
19809,4.0,0,0,don,1,0,vMZX1Br4TurxDAzgvvu5_Q
19810,3.93,295,160,brad,280,435,VUzGMSH9u1E3h4QxaIl6cw
19811,4.14,13,4,Tatiana,37,21,_7EoK1dPo1Q7XlR-cS_bhA
19812,3.78,2,4,Marlon,11,5,eAlXLCX9LTljedeLwwUqYw
19813,3.67,0,1,Don,6,4,ApSiVO5MSR2syWwI_Dgp3w
19814,4.17,1,3,Allison,6,14,DVnxcsSdUC_6BcCKL48LrA
19815,3.0,0,0,Sarah,2,1,mOowyNHDCwjN_1axa1nbbg
19816,3.79,3264,2482,Henry,317,3757,BKo0QW3LGBzAZug4doJrgA
19817,3.46,7,5,Becki,13,25,l2sXKm5odDH92zxjCWD-kw
19818,5.0,0,0,Arthur,2,1,EBs2GoGUGLzvEh1lQ0Y61g
19819,3.0,2,0,Brian,1,0,nRmq-MudOQMhN8u6CJM3OQ
19820,5.0,0,0,John,4,3,A5glMhF_ZsjYi2OWCGI5nA
19821,4.18,1,1,Kathleen,12,10,gQIeNzjnUkXGc8TOTa1VoQ
19822,5.0,0,0,DeeDee,1,0,lL6iZch0phN5x5swRpYhGg
19823,4.0,8,1,Amy,3,14,3xsTOFR8nleaPWGlpjGPfA
19824,3.82,3,1,Joe,11,9,GJ-Fh023pD_lURrkzeC2Ug
19825,2.4,8,7,Mark,10,14,n0YlhsC4J72O1r5YcqD7OQ
19826,1.0,0,0,Ashley,1,0,ngXlgVnQDSAmlSg4hvpUog
19827,4.67,0,0,Jerome,3,0,eTU2lGjJS2KwD926DRdT8Q
19828,3.83,17,2,Jane,35,48,wTcS3cbQe2wYrNB0jBtUVQ
19829,4.0,0,0,Patricia,1,0,Fmt0olUuao1RDrREIMEVnw
19830,4.25,14,10,Sue,16,41,O8eUfJtrkphxNK3XhOGJRQ
19831,2.71,1,4,Tony,7,9,Pq1xwHm68a6cGKGvVnd9ow
19832,3.06,3,2,Nicole,18,18,PXlvgzU25CBGA0JHzzpmOQ
19833,3.11,3,1,Chris,18,30,AGUzvg1XorMJpcVG-N0ZOw
19834,3.46,1,2,Mike,14,7,Od6j5xcPqpIZVA4ki8ASZw
19835,5.0,0,0,Nataliya,1,2,uSnVWoe8i6kIn2nA9YBvTA
19836,4.09,22,7,Laurente,22,31,VEdcTzqiUHchOmhPhtFEsA
19837,5.0,0,0,Missy,1,1,2v1NIKiR7iDCR62L7UDJzQ
19838,3.87,7,7,Joe,26,11,kA2OQAdbwOaGd3Q5ZnNIQw
19839,4.0,1,0,Sharon,3,0,z5oc937Ca8MQxyo0iYURkQ
19840,5.0,0,0,Caroline,2,0,9nviCG-MmCwHgZ6woGlKaQ
19841,4.0,1,0,Alicia,1,1,ALEhEr-AheKDqB8RTeuK8A
19842,3.9,6,7,Brian,22,24,XqDh0QDMoMAaBvJcakze5A
19843,4.47,3,0,Kasey,18,12,ND2dEeCBlXK4K4HGR_olNg
19844,3.49,36,63,Ryan,63,72,Da4aw-NF9ond8U6XYRmT0g
19845,3.72,10,11,Tim,32,22,9LbdFOKAtGOTgZ6BTpnFIA
19846,3.74,17,13,Christine,23,30,0j9BH_ymVlCqm3qqFWwoFg
19847,5.0,0,0,Tommi,2,3,sfTfkgp4eHeIObVMZWyGiw
19848,3.64,65,128,Jorge,36,86,4hIgSKVFrstym0E2SEzL-g
19849,3.97,116,133,Jenn,127,196,UWJFYGuw4z0bYaKLzPSGjg
19850,3.0,0,3,Mark,9,5,wBlxwkue3wRvKqETfty8lA
19851,4.5,3,5,Cody,2,4,B0UAGNPffEYg2-cXSTBeRA
19852,5.0,0,0,Risi,3,1,BxBTqLhxSg2h0-orma8kIg
19853,2.69,5,10,Chris,15,19,CAXlysheDCG0oZwB5ECSAA
19854,3.75,1,3,Erin,4,0,Oo8EMjZE-OelvmlQpA7N0w
19855,5.0,0,0,Jackie,2,0,J_VaebKCO9lhXQwt2L7c8g
19856,5.0,2,2,Shane,2,1,RLd5uOdMBjUOQGjlb-6lgw
19857,4.47,1,6,C,17,5,Hi-L1qQ1P484O59kY0tXUA
